Instrument,Date_Time,Application,Sample_ID,Customer_ID,Comment,Operator,SubSamples,UsedSubSamples,ProtDM,Outlier,Moisture,Outlier,StarchDM,Outlier,WGlutDM,Outlier
12417169,2023-02-09 10:29:57,WH110907,CE394GP2022WWGr,Huggins,,ARS,5,5,11.4000,0000,5.6779,0003,78.4522,0105,25.6555,0000
12417169,2023-02-09 10:31:07,WH110907,CE397GP2022WWGr,Huggins,,ARS,5,5,12.8017,0000,5.6479,0003,72.9840,0111,29.5407,0000
12417169,2023-02-09 10:32:37,WH110907,CE399GP2022WWGr,Huggins,,ARS,5,5,11.9251,0000,5.7459,0003,76.4925,0103,26.7358,0000
12417169,2023-02-09 10:34:03,WH110907,CE398GP2022WWGr,Huggins,,ARS,5,5,11.6645,0000,5.6974,0003,76.3014,0103,25.0664,0000
12417169,2023-02-09 10:36:25,WH110907,CE395GP2022WWGr,Huggins,,ARS,5,5,10.5627,0000,5.8903,0003,79.1023,0105,23.7011,0000
12417169,2023-02-09 10:37:38,WH110907,CE396GP2022WWGr,Huggins,,ARS,5,5,10.4644,0000,5.7200,0003,77.8431,0104,22.5003,0000
12417169,2023-02-09 11:18:40,WH110907,CE424GP2022WWGr,Huggins,,ARS,5,5,10.9504,0000,5.1858,0003,77.2474,0204,22.8305,0100
12417169,2023-02-09 11:19:49,WH110907,CE423GP2022WWGr,Huggins,,ARS,5,5,10.9024,0000,5.2901,0003,77.8922,0204,22.8505,0100
12417169,2023-02-09 11:20:50,WH110907,CE425GP2022WWGr,Huggins,,ARS,5,5,9.1201,0000,5.3899,0103,78.8874,0315,20.0160,0100
12417169,2023-02-09 11:21:49,WH110907,CE401GP2022WWGr,Huggins,,ARS,5,5,10.2005,0000,5.5931,0003,78.1827,0105,21.7944,0100
12417169,2023-02-09 11:22:45,WH110907,CE402GP2022WWGr,Huggins,,ARS,5,5,11.8945,0000,5.6095,0003,75.8067,0102,25.3158,0000
12417169,2023-02-09 11:23:50,WH110907,CE421GP2022WWGr,Huggins,,ARS,5,5,11.1223,0000,5.0748,0003,75.8312,0202,22.6769,0100
12417169,2023-02-09 11:25:17,WH110907,CE420GP2022WWGr,Huggins,,ARS,5,5,11.8454,0000,5.6119,0003,76.1831,0103,25.7512,0000
12417169,2023-02-09 11:26:09,WH110907,CE419GP2022WWGr,Huggins,,ARS,5,5,10.8535,0000,5.6689,0003,78.5673,0105,24.3099,0000
12417169,2023-02-09 11:27:07,WH110907,CE400GP2022WWGr,Huggins,,ARS,5,5,12.5059,0000,5.4127,0003,74.1851,0111,26.9822,0000
12417169,2023-02-09 11:28:25,WH110907,CE422GP2022WWRes,Huggins,,ARS,5,5,11.7708,0000,5.3829,0003,75.4856,0112,25.2538,0100
12417169,2023-02-09 12:18:48,WH110907,CE338GP2022WWGr,Huggins,,ARS,5,5,10.1489,0000,3.7024,0205,71.8889,0500,19.4919,0300
12417169,2023-02-09 12:19:40,WH110907,CE335GP2022WWGr,Huggins,,ARS,5,5,12.4156,0000,4.7698,0004,72.8131,0211,24.5450,0100
12417169,2023-02-09 12:21:33,WH110907,CE333GP2022WWGr,Huggins,,ARS,5,5,11.5158,0000,4.0520,0104,73.5830,0500,20.9922,0200
12417169,2023-02-09 12:22:30,WH110907,CE331GP2022WWGr,Huggins,,ARS,5,5,10.4195,0000,4.9818,0104,77.8499,0304,21.1490,0100
12417169,2023-02-09 12:23:26,WH110907,CE334GP2022WWGr,Huggins,,ARS,5,5,12.3136,0000,4.8921,0004,75.0847,0202,24.8023,0100
12417169,2023-02-09 12:24:20,WH110907,CE336GP2022WWGr,Huggins,,ARS,5,5,11.0372,0000,4.9144,0004,76.2769,0203,22.1766,0100
12417169,2023-02-09 12:25:36,WH110907,CE332GP2022WWGr,Huggins,,ARS,5,5,11.3942,0000,5.0903,0003,73.1472,0201,23.0834,0100
12417169,2023-02-09 12:26:30,WH110907,CE349GP2022WWGr,Huggins,,ARS,5,5,10.6480,0000,4.8059,0104,76.1561,0303,21.1411,0100
12417169,2023-02-09 12:27:42,WH110907,CE337GP2022WWGr,Huggins,,ARS,5,5,10.8235,0000,5.0489,0003,76.9708,0203,22.2597,0100
12417169,2023-02-09 12:28:34,WH110907,CE330GP2022WWGr,Huggins,,ARS,5,5,11.5960,0000,5.0450,0003,75.7672,0202,23.9290,0100
