Instrument,Date_Time,Application,Sample_ID,Customer_ID,Comment,Operator,SubSamples,UsedSubSamples,ProtDM,Outlier,Moisture,Outlier,StarchDM,Outlier,WGlutDM,Outlier
12417169,2022-12-22 15:25:39,WH110907,CE139GP2022WWGr,Huggins,,ARS,5,5,13.2920,0000,7.7407,0000,66.3275,0000,32.4932,0000
12417169,2022-12-22 15:26:33,WH110907,CE130GP2022WWGr,Huggins,,ARS,5,5,12.3738,0000,7.9021,0000,69.0840,0000,30.7968,0000
12417169,2022-12-22 15:27:21,WH110907,CE131GP2022WWGr,Huggins,,ARS,5,5,11.4455,0000,8.2058,0000,71.5312,0000,29.2890,0000
12417169,2022-12-22 15:28:09,WH110907,CE136GP2022WWGr,Huggins,,ARS,5,5,12.0628,0000,5.8310,0003,71.9304,0100,24.9426,0000
12417169,2022-12-22 15:29:03,WH110907,CE134GP2022WWGr,Huggins,,ARS,5,5,10.7797,0000,6.0653,0002,75.2063,0202,23.1821,0000
12417169,2022-12-22 15:29:57,WH110907,CE138GP2022WWGr,Huggins,,ARS,5,5,10.8165,0000,6.8668,0002,76.8089,0103,24.4361,0000
12417169,2022-12-22 15:31:08,WH110907,CE135GP2022WWGr,Huggins,,ARS,5,5,10.0651,0000,6.1878,0002,74.9025,0211,21.9692,0000
12417169,2022-12-22 15:32:43,WH110907,CE133GP2022WWGr,Huggins,,ARS,5,5,10.6467,0000,7.7692,0000,73.5900,0001,25.1464,0000
12417169,2022-12-22 15:35:20,WH110907,CE132GP2022WWGr,Huggins,,ARS,5,5,10.0508,0000,6.2384,0002,78.5968,0205,22.0187,0000
12417169,2022-12-22 15:36:21,WH110907,CE137GP2022WWGr,Huggins,,ARS,5,5,11.9168,0000,8.7723,0000,70.8756,0000,31.2294,0000
12417169,2022-12-22 15:57:25,WH110907,CE144GP2022WWGr,Huggins,,ARS,5,5,12.6365,0000,5.9159,0003,69.7758,0100,25.7157,0000
12417169,2022-12-22 15:58:17,WH110907,CE147GP2022WWGr,Huggins,,ARS,5,5,15.7920,0000,5.3436,0003,62.0466,0200,35.6970,0000
12417169,2022-12-22 15:59:10,WH110907,CE149GP2022WWGr,Huggins,,ARS,5,5,12.4389,0000,5.5072,0003,71.8848,0200,25.0599,0000
12417169,2022-12-22 16:00:08,WH110907,CE142GP2022WWGr,Huggins,,ARS,5,5,12.9658,0000,9.4885,0000,65.8634,0000,33.9851,0000
12417169,2022-12-22 16:00:59,WH110907,CE141GP2022WWGr,Huggins,,ARS,5,5,14.5356,0000,7.0319,0001,63.6654,0010,34.5542,0010
12417169,2022-12-22 16:01:47,WH110907,CE146GP2022WWGr,Huggins,,ARS,5,5,12.4388,0000,7.0469,0000,69.2226,0000,29.3489,0000
12417169,2022-12-22 16:08:21,WH110907,CE140GP2022WWGr,Huggins,,ARS,5,5,14.0175,0000,5.3289,0003,66.0520,0200,28.8083,0000
12417169,2022-12-22 16:09:15,WH110907,CE145GP2022WWGr,Huggins,,ARS,5,5,11.4715,0000,5.8822,0003,73.1948,0200,22.4150,0000
12417169,2022-12-22 16:10:10,WH110907,CE148GP2022WWGr,Huggins,,ARS,5,5,11.2291,0000,5.9881,0003,76.1419,0203,24.0816,0000
12417169,2022-12-22 16:11:49,WH110907,CE143GP2022WWGr,Huggins,,ARS,5,5,11.2284,0000,8.9465,0000,70.3599,0000,28.9950,0000
12417169,2022-12-22 16:28:30,WH110907,CE153GP2022WWGr,Huggins,,ARS,5,5,12.2141,0000,7.9487,0000,69.6690,0000,29.0061,0000
12417169,2022-12-22 16:29:31,WH110907,CE152GP2022WWGr,Huggins,,ARS,5,5,11.2856,0000,8.3895,0000,71.8745,0000,27.9523,0000
12417169,2022-12-22 16:30:21,WH110907,CE155GP2022WWGr,Huggins,,ARS,5,5,10.4545,0000,8.0081,0000,72.5869,0000,24.2116,0000
12417169,2022-12-22 16:31:08,WH110907,CE151GP2022WWGr,Huggins,,ARS,5,5,12.9678,0000,8.0342,0000,69.4465,0000,32.7324,0000
12417169,2022-12-22 16:32:00,WH110907,CE157GP2022WWGr,Huggins,,ARS,5,5,10.9164,0000,8.5786,0000,71.1062,0000,26.1644,0000
12417169,2022-12-22 16:32:48,WH110907,CE154GP2022WWGr,Huggins,,ARS,5,5,10.1462,0000,7.5281,0000,76.1971,0003,23.8940,0000
12417169,2022-12-22 16:33:41,WH110907,CE150GP2022WWGr,Huggins,,ARS,5,5,11.5682,0000,6.9919,0002,70.6383,0000,26.2974,0000
12417169,2022-12-22 16:34:36,WH110907,CE156GP2022WWGr,Huggins,,ARS,5,5,9.9299,0000,7.3067,0000,75.0012,0002,23.1651,0000
12417169,2022-12-22 16:35:30,WH110907,CE159GP2022WWGr,Huggins,,ARS,5,5,9.3411,0000,7.9715,0000,76.4116,0003,22.4111,0000
12417169,2022-12-22 16:36:21,WH110907,CE158GP2022WWGr,Huggins,,ARS,5,5,9.0903,0000,7.8378,0000,76.2179,0003,21.5442,0000
